solve_id,Solve
5045,Import หนี้ค้าง (รายชื่อลูกบ้าน และเลขมิเตอร์น้ำมีการ Import ก่อนหน้านั้นแล้ว)
5046,import หนี้ค้าง + เซ็ทฟอร์มใบแจ้งหนี้ ใบเสร็จ + เซ็ทค่าน้ำ 3 รหัส
5047,import หนี้ค้าง + เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จใหม่
5048,import หนี้ค้าง + สอนการตั้งค่าปรับ
5049,import หนี้ค้าง + สอนออกใบเสร็จและ แก้ไขชื่อลูกบ้านที่ผิด
5050,import หนี้ค้าง 3 นิติ เรียบร้อย
5051,import หนี้ค้าง เรียบร้อย
5052,import หนี้ค้าง และแจ้งให้ลูกค้าเช็คข้อมูล
5053,import หนี้ค้าง และให้ลูกค้าเช็คข้อมูล
5054,Import หนี้ค้าง และส่งให้ลูกค้าเช็คดูอีกที
5055,import หนี้ค้าง และส่งไฟล์
5056,import หนี้ค้าง และส่งไฟล์ให้ลูกค้าเช็ค
5057,import หนี้ค้าง ให้ใหม่
5058,Import หนี้ค้าง ส่งไฟล์ และแจ้งให้ลูกค้าเช็คข้อมูล
5059,import หนี้ค้าง ส่งไฟล์ และให้ลูกค้าเช็คข้อมูล
5060,import หนี้ค้างเรียบร้อย
5061,Import หนี้ค้างและส่งไฟล์ให้ลูกค้า
5062,import หนี้ค้างให้ใหม่
5063,Import หนี้ค้างใหม่ และให้ลูกค้าตรวจสอบอีกรอบ
5064,import หนี้ค้างใหม่ และส่งไฟล์ให้ลูกค้าตรวจสอบ
5065,Import หนี้ค้างก่อนจึงแจ้งหนี้ใหม่
5066,Import หนี้ค้างชำระใหม่
5067,Importรายชื่อ+เซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จ
5068,importรายชื่อ+หนี้ค้าง+สอนการใช้งานเบื้องต้น
5069,Importหนี้ค้าง
5070,Importหนี้ค้างเรียบร้อย
5071,Improtรายชื่อ และเซ็ทฟอร์มใบแจ้งหนี้/ใบเสร็จ
5072,Internet ใช้ไม่ได้
5073,Internet ใช้ไม่ได้ ให้ลองเข้าโปรแกรม > ออกจากโปรแกรม และเข้าใหม่ยังไม่หาย จะให้ให้ช่าง Internet มาดู ให้ก่อน
5074,Internet ใช้ไม่ได้ จะติดต่อกลับมาใหม่
5075,Internet ใช้ไม่ได้จะติดต่อมาใหม่
5076,Internet ไม่เสถียร จะลองปรึกษากรรมการก่อนว่าจะชำระ MA เป็นเงินสดหรือเงินโอนก่อนได้ไหม ถ้าได้จะติดต่อนัดวันกับตาลอีกที
5077,Internet ไม่ติด จะติดต่อใหม่พรุ่งนี้
5078,Internet มีปัญหา
5079,Internet มีปัญหา แก้ไขเสร็จแล้วจะติดต่อมาใหม่
5080,internet มีปัญหา แจ้งให้ IT ตรวจสอบ
5081,Internet มีปัญหา แจ้งให้ทาง IT ตรวจสอบ
5082,Internet มีปัญหา ถ้าแก้ไขแล้วจะติดต่อกลับอีกที
5083,Internet มีปัญหาแจ้งITตรวจสอบ
5084,Internet มีปัญหาจะติดต่อมาใหม่พรุ่งนี้
5085,Internet มีปัญหาถ้าแก้ได้แล้วจะติดต่อกลับ
5086,internetใช้ไม่ได้ทำให้เครื่องลูกเปิดโปรแกรมไม่ได้
5087,IT Mapdrive และดึง Shortcut ไว้ให้เรียบร้อยแล้ว
5088,IT ขอลงวินโดว์ ใหม่ เสร็จแล้วจะโทรมาให้เซ็ทค่าเครื่องปริ้น
5089,IT จะมาย้ายโปรแกรมไปเครืองใไม่ ให้ Copy _Softbiz และ A-BACKUP
5090,IT ย้ายโปรแกรมเครื่องแม่ไป Server แล้ว แนะนำให้เช็คข้อมูลก่อนถ้าถูกต้องแล้วจึงลบโปรแกรมเครื่องแม่เดิมออก
5091,IT ลองตั้งค่าโปรแกรม RAV Endpoint Protection เนื่องจาก Block ไฟล์อยู่ หลังจากตั้งค่าให้ปิดจนกว่าจะ Restart เครื่อง ไม่ขึ้น Error ระหว่างออกใบเสร็จ
