question_id,question
2513,***  Remote  Update  Program  (วันที่  6/5/2569)  ให้  เดอะ  เบลล่า  คอนโด  พระราม  2  ติดต่อ  นิติ  098-976-8389  (ลูกค้าฝากเช็ค  วันที่  6/5/69  จำนวน  4  056  บาท)
2514,***  Remote  Update  Program  (วันที่  6/5/2569)  ให้  เดอะ  เม้าส์เท้น  คอนโดมิเนียม  เอ  ติดต่อ  คุณกี้  063-8511415  (ลูกค้าโอนเงิน  วันที่  6/5/69  จำนวน  5  350  บาท)
2515,สอบถามเรื่องใบเสร็จที่ผิด
2516,ใส่ลายเซ็นต์ในใบแจ้งหนี้  ส่งคิวได้เลยค่ะ  เพราะวางบิลค่าเช่าแล้วค่ะ
2517,เข้าบันทึกรายการในใบเสร็จไม่ได้
2518,ปริ้นใบเสร็จออกมาแล้ว  รายการไม่ตรงกันกับในระบบ
2519,***  IRM-Extra  (มารวยโสธร  2)  -  ส่งเมล์แจ้ง  ระบบerrorเข้าออกใบเสร็จไม่ได้  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  7/5/2569)
2520,ลูกค้าขอใบเสนอราคาเพิ่มจุด  LANx1  ให้ส่งไปที่  Email:  parcexo2558@gmail.com
2521,ลูกค้าขอใบเสนอราคาเพิ่มจุด  LANx1  ให้ส่งไปที่  Email:tvccondo2@gmail.com
2522,สำรองข้อมูลไม่ได้  Error
2523,สอบถามเรื่องยอดค้างในใบเสร็จ
2524,ปริ้นหนังสือเตือนไม่ตรงฟอร์ม
2525,ใส่รหัสเข้าโปรแกรมไม่ได้  โปรแกรมค้าง
2526,สอบถามปัญหาหลังจากย้ายโปรแกรม
2527,Pragram  Error
2528,***  จาด้า  บีช  คอนโดมิเนียม  -  ส่งหนังสือมาให้ย้ายโปรแกรม  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  7/5/2569)
2529,***  Remote  Update  Program  (วันที่  7/5/2569)  ให้  ดิ  เอ็กเซ็กคิวทีฟ  รีเจ้นท์  ติดต่อ  นิติ  089-3053689  (ลูกค้าฝากเช็คให้แล้ว  วันที่  7/5/69  จำนวน  5  616  บาท)
2530,***  Remote  Update  Program  (วันที่  7/5/2569)  ให้  บ้านพฤกษา  77/1  ติดต่อ  นิติ  095-7871954  (ลูกค้าโอนเงินให้แล้ว)  วันที่  30/4/2569  จำนวน  3  755.70  บาท)  **//**  ออกใบเสร็จวันที่  30/4/2569  //เลขที่  69/0607
2531,สอบถามการทำลดหนี้
2532,รายการในใบเสร็จหายไป
2533,***  บ้านนวธารา  รีเวอร์ไลฟ์  -  ส่งหนังสือมาขอเปลี่ยนแปลงรหัสผู้ใช้งาน  ติดต่อ  นิติ  095-7081942  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  7/5/2569)
2534,**  บ้านนวธารา  รีเวอร์ไลฟ์  -  ส่งหนังสือมาขอเพิ่มรหัสผู้ใช้งาน  ติดต่อ  นิติ  095-7081942  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  7/5/2569)
2535,มีการยกเลิกใบเสร็จก่อนหน้านี้  ยอดหนี้ไม่ขึ้น
2536,***  IRM-Extra  (ซานมาร์โค  จากตึกแมมนฮัสตั้น)  -  ส่งเมล์แจ้งย้ายโปรแกรม  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  8/5/2569)
2537,***  เคหะชุมชนออเงิน  3  -  ส่งหนังสือ  ขอให้กลับมาล๊อควันที่  และเลขที่ใบเสร็จไม่ให้แก้ไขได้ดังเดิม  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  8/5/2569)
2538,***  IRM-Extra  (หมู่บ้านดิเอ็มไพร์)  -  ส่งเมล์  เนื่องจากในรายงานสรุปรับเงิน  ไม่มีประเภทรายรับ  รบกวนเจ้าหน้าที่เข้าตรวจสอบและแก้ไขให้ด้วยค่ะ  ตัวอย่างตามไฟล์แนบ  แจ้งเพื่อดำเนินการ  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  8/5/2569)
2539,ทำส่วนลดค่าส่วนกลาง
2540,สอบถามปัญหายอดที่ติดลบในใบเสร็จ
2541,ปรับข้อความใบเสร็จ
2542,สอบถามการเรื่องรายงานลูกหนี้ค้างชำระ
2543,***  IRM-Extra  (บ้านเขาใหญ่  อาคารเอ)  -  ส่งเมล์แจ้ง  ไม่สามารถเข้าใบเสร็จได้  รบกวนทางเจ้าหน้าที่ช่วยเติมสิทธิ์การใช้งานให้หน่อยค่ะ  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  8/5/2569)
2544,เครื่องลูกเปิดเข้าโปรแกรมไม่ได้
2545,จะใส่ลายเซ็นต์ในหนังสือเตือน
2546,***  Remote  ลงโปรแกรมใหม่  CM-GL-ADDx1+Update  Program  (วันที่  8/5/2569)  ให้  รินลดา  ริเวอร์ไซด์  ติดต่อ  นิติ  095-8400111  (ลูกค้าโอนเงินให้แล้ว)  วันที่  8/5/2569  จำนวน  5  616  บาท)  **//**ออกใบเสร็จวันที่  8/5/2569  //เลขที่  69/0641
2547,ยอดหนี้ในระบบไม่ตรง
2548,จะเปลี่ยนรหัสผู้ใช้งาน
2549,ลืมนรหัสผู้ใช้งาน
2550,ปริ้นบิลออกมาแล้วข่อมูลออกมาไม่ครบ
2551,ออกบิลไปแล้ว  แต่ค่าเบี้ยปรับค่าส่วนกลางยังขึ้นอยู่
2552,สอบถามเรื่องปริ้นท์ใบเสร็จ
2553,ลูกค้าสนใจโปรแกรมสอบถามรายละเอียดและราคาโปรแกรม  และให้ส่งใบเสนอราคาไปที่  Email:napapach  p@smartservice.co.th
2554,แอดชื่อธนาคารเข้าระบบ
2555,***  ธนาทรี  -  ส่งหนังสือ  ส่งหนังสือแจ้งขอยกเลิกข้อมูลผู้ใช้เดิมและเพิ่มข้อมูลชื่อผู้ใช้และรหัสผ่านใหม่  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  8/5/2569)
